~VERSION INFORMATION 
 VERS. 2.0: CWLS LOG ASCII STANDARD -VERSION 2.0 
 WRAP.  No: SINGLE LINE PER DEPTH STEP
~WELL INFORMATION BLOCK 
#MNEM.UNIT			     DATA			   DESCRIPTION OF MNEMONIC
#----------------------------------------------------------------------
 STRT.m                       1200.00                  : Start Depth
 STOP.m                       2069.25                  : Stop  Depth
 STEP.m                       0.25                     : Step  Depth
 NULL.                   -999.25                       : Null value
 COMP.                   PEAK PETROLEUM                : Company Name
 WELL.                   BILABRI D4                    : Well Name
 PATH.                   Original Path                 : Path Name
 FLD.                    BILABRI                       : Field Name
 LOC.                    BILABRI                       : Location
 PROV.                   Unused                        : Province
 SRVC.                   BAKER HUGHES INTEQ            : Service Company Name
 Date.DD/MM/YYYY         20/12/2006                    : Date
 UWI.                                                  : Unique Well ID
 TIMEZONE.Hrs            0                   : Time zone difference from GMT 
~CURVE INFORMATION
#MNEM.UNIT                 CURVE INFORMATION
#
#----------------------------------------------------------------------
DEPTH.m                                      :   0 Depth Hole
TVD.m                                        :   1 True Vertical Depth
ROP_AVG.m/hr                                 :   2 Depth Averaged ROP
GR1AX.API                                    :   3 Gamma Ray - Apparent - Detector 1
RACLX.ohm.m                                  :   4 Resistivity Attenuation - Corrected - 400kHz
RPCHX.ohm.m                                  :   5 Resistivity Phase - Corrected - 2MHz
TCDX.degF                                    :   6 Downhole Temperature
#----------------------------------------------------------------------
~O
Disclaimer
Baker Hughes INTEQ does not guarantee the accuracy  or correctness
of  interpretations  provided  in  or  from this  data. Since  all
interpretations  are  opinions based on measurements, Baker Hughes
INTEQ  shall  under no  circumstances   be  held  responsible  for
consequential damages or any other loss, costs, damages or expenses
incurred  or  sustained  in  connection  with  the use of any such
interpretations. Baker  Hughes INTEQ  disclaims  all expressed and
implied  warranties  related to  its  service which is governed by
Baker Hughes INTEQ's standard terms and conditions.
#----------------------------------------------------------------------
~A
  1707.50        1675.40         26.57         84.4           1.151         1.029       160.6  
  1707.75        1675.64         28.04         83.1           1.144         1.045       160.7  
  1708.00        1675.88         28.29         81.6           1.140         1.053       160.7  
  1708.25        1676.00         28.68         82.0           1.129         1.096       160.8  
  1708.50        1676.13         29.07         82.7           1.118         1.142       160.9  
  1708.75        1676.37         27.58         83.4           1.120         1.131       160.9  
  1709.00        1676.61         28.25         82.0           1.124         1.113       161.0  
  1709.25        1676.85         27.99         80.2           1.127         1.095       161.0  
  1709.50        1677.10         28.74         78.4           1.131         1.078       161.1  
  1709.75        1677.20         28.76         76.4           1.131         1.086       161.1  
  1710.00        1677.34         28.80         78.6           1.131         1.093       161.2  
  1710.25        1677.58         25.23         81.6           1.132         1.103       161.2  
  1710.50        1677.82         25.42         79.8           1.137         1.103       161.3  
  1710.75        1678.07         27.55         76.8           1.133         1.131       161.4  
  1711.00        1678.19         28.66         81.8           1.129         1.169       161.4  
  1711.25        1678.31         29.70         90.0           1.125         1.173       161.5  
  1711.50        1678.55         31.95         83.1           1.117         1.182       161.5  
  1711.75        1678.79         27.10         76.8           1.114         1.165       161.6  
  1712.00        1679.04         20.87         79.6           1.108         1.135       161.6  
  1712.25        1679.28         14.38         82.4           1.103         1.103       161.7  
  1712.50        1679.38         15.49         84.4           1.099         1.090       161.7  
  1712.75        1679.52         16.91         85.7           1.095         1.077       161.7  
  1713.00        1679.76         19.95         86.3           1.089         1.060       161.7  
  1713.25        1680.01         24.24         85.3           1.082         1.041       161.7  
  1713.50        1680.25         29.76         84.9           1.075         1.103       161.7  
  1713.75        1680.38         30.81         89.4           1.073         1.094       161.7  
  1714.00        1680.49         31.70         91.9           1.068         1.077       161.7  
  1714.25        1680.73         31.36         86.3           1.065         1.065       161.7  
  1714.50        1680.98         32.63         85.5           1.056         1.041       161.7  
  1714.75        1681.22         34.12         84.4           1.051         1.041       161.7  
  1715.00        1681.46         32.02         89.6           1.045         1.041       161.7  
  1715.25        1681.57         32.12         93.8           1.029         1.041       161.7  
  1715.50        1681.70         32.23         87.7           1.028         1.028       161.7  
  1715.75        1681.95         31.99         88.3           1.027         1.015       161.7  
  1716.00        1682.19         33.53         89.6           1.026         1.005       161.7  
  1716.25        1682.43         32.31         88.0           1.018         1.029       161.7  
  1716.50        1682.57         34.93         85.8           1.015         1.022       161.7  
  1716.75        1682.67         36.97         85.3           1.013         1.017       161.7  
  1717.00        1682.92         31.57         84.9           1.003         1.017       161.7  
  1717.25        1683.16         20.58         83.0           0.995         1.017       161.7  
  1717.50        1683.40         10.07         83.1           0.988         1.017       161.7  
  1717.75        1683.64         17.33         83.3           1.001         0.955       161.7  
  1718.00        1683.76         18.56         85.7           1.006         0.987       161.7  
  1718.25        1683.89         19.88         84.4           1.005         0.990       161.7  
  1718.50        1684.13         28.99         85.4           1.004         0.993       161.7  
  1718.75        1684.37         28.07         86.3           1.003         0.996       161.7  
  1719.00        1684.61         26.03         87.2           1.002         1.000       161.7  
  1719.25        1684.75         25.36         88.2           1.001         1.003       161.7  
  1719.50        1684.86         24.88         89.1           1.000         1.006       161.7  
  1719.75        1685.10         25.51         90.1           0.999         1.009       161.7  
  1720.00        1685.34         27.62         91.0           0.998         1.012       161.7  
  1720.25        1685.58         28.37         91.9           0.997         1.017       161.7  
  1720.50        1685.83         28.99         92.9           0.998         1.017       161.7  
  1720.75        1685.95         28.79         93.8           1.002         1.017       161.7  
  1721.00        1686.07         28.60         94.7           1.005         1.017       161.7  
  1721.25        1686.31         28.43         92.2           1.121         0.982       161.7  
  1721.50        1686.55         28.94         89.7           1.087         0.982       161.7  
