~VERSION INFORMATION 
 VERS. 2.0: CWLS LOG ASCII STANDARD -VERSION 2.0 
 WRAP.  No: SINGLE LINE PER DEPTH STEP
~WELL INFORMATION BLOCK 
#MNEM.UNIT			     DATA			   DESCRIPTION OF MNEMONIC
#----------------------------------------------------------------------
 STRT.m                 445.00                         : Start Depth
 STOP.m                 1150.00                        : Stop  Depth
 STEP.m                 0.25                           : Step  Depth
 NULL.                   -999.25                       : Null value
 COMP.                   PEAK                          : Company Name
 WELL.                   BILABRI DX1                   : Well Name
 PATH.                   Original Path                 : Path Name
 FLD.                    BILABRI                       : Field Name
 LOC.                    BULFORD DOLPHIN               : Location
 PROV.                   Unused                        : Province
 SRVC.                   BAKER HUGHES INTEQ            : Service Company Name
 Date.DD/MM/YYYY         25/12/2005                    : Date
 UWI.                                                  : Unique Well ID
 TIMEZONE.Hrs            0                   : Time zone difference from GMT 
~CURVE INFORMATION
#MNEM.UNIT                 CURVE INFORMATION
#
#----------------------------------------------------------------------#
DEPTH.m                                      :   0 Depth Hole
DRLL_ROP_AVG.m/hr                            :   1 Average ROP
RACLM.Ohm.m                                  :   2 
RPCLM.Ohm.m                                  :   3 
RACHM.Ohm.m                                  :   4 
RPCHM.Ohm.m                                  :   5 
CALFM.in                                     :   6 
NPLFM.pu                                     :   7 
GRAFM.API                                    :   8 
BDCFM.g/cc                                   :   9 
DRHFM.g/cc                                   :   10 
TCDM.degF                                    :   11 
TVD.m                                        :   12 Vertical Depth
#
~Disclaimer
Baker Hughes INTEQ does not guarantee the accuracy  or correctness
of  interpretations  provided  in  or  from this  data. Since  all
interpretations  are  opinions based on measurements, Baker Hughes
INTEQ  shall  under no  circumstances   be  held  responsible  for
consequential damages or any other loss, costs, damages or expenses
incurred  or  sustained  in  connection  with  the use of any such
interpretations. Baker  Hughes INTEQ  disclaims  all expressed and
implied  warranties  related to  its  service which is governed by
Baker Hughes INTEQ's standard terms and conditions.
#
DEPTH             DRLL_ROP_AVG RACLM       RPCLM         RACHM       RPCHM        CALFM        NPLFM        GRAFM        BDCFM        DRHFM         TCDM          TVD          
  668.75         16.02         0.87         0.65         0.70         0.63      -999.25      -999.25        83.94      -999.25      -999.25        99.28       668.75
  669.00         13.63         0.88         0.66         0.72         0.65      -999.25      -999.25        84.09      -999.25      -999.25        99.28       669.00
  669.25         15.38         0.88         0.66         0.71         0.66      -999.25      -999.25        84.28      -999.25      -999.25        99.28       669.25
  669.50         17.98         0.89         0.66         0.71         0.66      -999.25      -999.25        84.35      -999.25      -999.25        99.28       669.50
  669.75         20.57         0.90         0.67         0.72         0.65      -999.25      -999.25        83.10      -999.25      -999.25        99.28       669.75
  670.00         23.93         0.90         0.67         0.73         0.67      -999.25      -999.25        83.92      -999.25      -999.25        99.28       670.00
  670.25         24.52         0.91         0.68         0.73         0.67      -999.25      -999.25        82.01      -999.25      -999.25        99.28       670.25
  670.50         23.60         0.92         0.69         0.74         0.68      -999.25      -999.25        83.76      -999.25      -999.25        99.28       670.50
  670.75         27.12         0.93         0.70         0.75         0.70      -999.25      -999.25        83.67      -999.25      -999.25        99.28       670.75
  671.00         27.15         0.93         0.70         0.76         0.69      -999.25      -999.25        85.23      -999.25      -999.25        99.28       671.00
  671.25         27.18         0.93         0.70         0.75         0.70      -999.25      -999.25        83.25      -999.25      -999.25        99.28       671.25
  671.50         30.60         0.92         0.70         0.75         0.70      -999.25      -999.25        83.57      -999.25      -999.25        99.28       671.50
  671.75         29.64         0.92         0.68         0.74         0.67      -999.25      -999.25        85.20      -999.25      -999.25        99.28       671.75
  672.00         32.29         0.92         0.67         0.73         0.64      -999.25      -999.25        86.69      -999.25      -999.25        99.28       672.00
  672.25         27.74         0.92         0.67         0.73         0.66      -999.25      -999.25        86.68      -999.25      -999.25        99.28       672.25
  672.50         23.19         0.92         0.67         0.74         0.65      -999.25      -999.25        85.81      -999.25      -999.25        99.28       672.50
  672.75         21.74         0.93         0.68         0.73         0.65      -999.25      -999.25        89.56      -999.25      -999.25        99.28       672.75
  673.00         18.62         0.95         0.68         0.74         0.64      -999.25      -999.25        84.44      -999.25      -999.25        99.28       673.00
  673.25         15.98         0.96         0.69         0.75         0.66      -999.25      -999.25        86.06      -999.25      -999.25        99.28       673.25
  673.50         17.03         0.99         0.73         0.79         0.69      -999.25      -999.25        86.44      -999.25      -999.25        99.28       673.50
  673.75         16.90         1.04         0.84         0.88         0.96      -999.25      -999.25        84.58      -999.25      -999.25        99.28       673.75
  674.00         16.77         1.06         0.86         0.89         0.95      -999.25      -999.25        84.04      -999.25      -999.25        99.28       674.00
  674.25         14.25         1.07         0.85         0.90         0.91      -999.25      -999.25        82.91      -999.25      -999.25        99.28       674.25
  674.50         11.83         1.07         0.82         0.87         0.87      -999.25      -999.25        84.70      -999.25      -999.25        99.28       674.50
  674.75         11.09         1.08         0.79         0.85         0.76      -999.25      -999.25        84.13      -999.25      -999.25        99.28       674.75
  675.00         11.26         1.07         0.78         0.84         0.77      -999.25      -999.25        83.86      -999.25      -999.25        99.28       675.00
  675.25         11.43         1.07         0.78         0.83         0.77      -999.25      -999.25        84.54      -999.25      -999.25        99.28       675.25
  675.50         13.92         1.08         0.81         0.85         0.82      -999.25      -999.25        86.98      -999.25      -999.25        99.28       675.50
  675.75         19.00         1.07         0.81         0.87         0.81      -999.25      -999.25        86.99      -999.25      -999.25        99.28       675.75
  676.00         24.85         1.05         0.80         0.85         0.77      -999.25      -999.25        85.77      -999.25      -999.25        99.28       676.00
  676.25         19.34         1.03         0.77         0.83         0.77      -999.25      -999.25        85.06      -999.25      -999.25        99.28       676.25
  676.50         17.35         1.02         0.75         0.82         0.74      -999.25      -999.25        85.31      -999.25      -999.25        99.28       676.50
  676.75         15.36         1.01         0.74         0.80         0.73      -999.25      -999.25        85.02      -999.25      -999.25        99.28       676.75
  677.00         10.88         1.01         0.75         0.80         0.74      -999.25      -999.25        85.10      -999.25      -999.25        99.28       677.00
  677.25          9.93         1.01         0.74         0.79         0.69      -999.25      -999.25        86.89      -999.25      -999.25        99.28       677.25
  677.50         11.77         1.00         0.75         0.81         0.74      -999.25      -999.25        84.48      -999.25      -999.25        99.28       677.50
  677.75         14.06         1.02         0.79         0.83         0.81      -999.25      -999.25        84.95      -999.25      -999.25        99.28       677.75
  678.00         16.35         1.01         0.79         0.84         0.83      -999.25      -999.25        87.83      -999.25      -999.25        99.28       678.00
  678.25         19.83         1.01         0.78         0.82         0.82      -999.25      -999.25        86.49      -999.25      -999.25        99.28       678.25
  678.50         22.63         1.01         0.77         0.83         0.79      -999.25      -999.25        86.64      -999.25      -999.25        99.28       678.50
  678.75         26.77         1.00         0.75         0.80         0.76      -999.25      -999.25        87.96      -999.25      -999.25        99.28       678.75
  679.00         28.86         1.00         0.73         0.78         0.72      -999.25      -999.25        84.91      -999.25      -999.25        99.28       679.00
  679.25         30.57         1.00         0.71         0.74         0.70      -999.25      -999.25        89.57      -999.25      -999.25        99.28       679.25
